"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35"
-1.06873361267024 -0.134445332602022 0.145440300018096 -0.0590030245753532 0.136120857809983 1.19000113495045 -0.292417041085241 -1.2535344999508 0.0560595711159909 -0.146004889586219 0.112804394254197 0.041816393519586 1.7296834389532 -0.405470338409219 -1.55401349589238 0.0944447723652432 -0.0826417063937449 0.0600590999151641 0.175886429916762 1.89301181009335 -0.224782622547548 -1.62430329171321 0.1152791077452 -0.0983304255342207 0.0069981952452245 0.0678817935736334 1.94928172325671 0.0559998122561256 -1.7051127641624 0.0373899701388665 0.05386172725567 0.126029787120137 0.116708191813533 2.214009456529 -0.0607927383837395
-1.2535344999508 0.0560595711159909 -0.146004889586219 0.112804394254197 0.041816393519586 1.7296834389532 -0.405470338409219 -1.55401349589238 0.0944447723652432 -0.0826417063937449 0.0600590999151641 0.175886429916762 1.89301181009335 -0.224782622547548 -1.62430329171321 0.1152791077452 -0.0983304255342207 0.0069981952452245 0.0678817935736334 1.94928172325671 0.0559998122561256 -1.7051127641624 0.0373899701388665 0.05386172725567 0.126029787120137 0.116708191813533 2.214009456529 -0.0607927383837395 -2.03699748893278 0.0092586937489975 -0.0735386599671427 -0.186821957673478 -0.0915009386629732 2.19596912124786 -0.120889873045224
-1.55401349589238 0.0944447723652432 -0.0826417063937449 0.0600590999151641 0.175886429916762 1.89301181009335 -0.224782622547548 -1.62430329171321 0.1152791077452 -0.0983304255342207 0.0069981952452245 0.0678817935736334 1.94928172325671 0.0559998122561256 -1.7051127641624 0.0373899701388665 0.05386172725567 0.126029787120137 0.116708191813533 2.214009456529 -0.0607927383837395 -2.03699748893278 0.0092586937489975 -0.0735386599671427 -0.186821957673478 -0.0915009386629732 2.19596912124786 -0.120889873045224 -1.79621541494375 0.0242938073369364 0.0355456646857199 -0.0275128396872008 0.0170833091449916 2.12577474172882 -0.0061604554324302
-1.62430329171321 0.1152791077452 -0.0983304255342207 0.0069981952452245 0.0678817935736334 1.94928172325671 0.0559998122561256 -1.7051127641624 0.0373899701388665 0.05386172725567 0.126029787120137 0.116708191813533 2.214009456529 -0.0607927383837395 -2.03699748893278 0.0092586937489975 -0.0735386599671427 -0.186821957673478 -0.0915009386629732 2.19596912124786 -0.120889873045224 -1.79621541494375 0.0242938073369364 0.0355456646857199 -0.0275128396872008 0.0170833091449916 2.12577474172882 -0.0061604554324302 -1.72450910285176 0.197172025506019 -0.0739407375935772 -0.105493551928946 0.0514327190757803 1.88160749088996 0.22561394640947
-1.7051127641624 0.0373899701388665 0.05386172725567 0.126029787120137 0.116708191813533 2.214009456529 -0.0607927383837395 -2.03699748893278 0.0092586937489975 -0.0735386599671427 -0.186821957673478 -0.0915009386629732 2.19596912124786 -0.120889873045224 -1.79621541494375 0.0242938073369364 0.0355456646857199 -0.0275128396872008 0.0170833091449916 2.12577474172882 -0.0061604554324302 -1.72450910285176 0.197172025506019 -0.0739407375935772 -0.105493551928946 0.0514327190757803 1.88160749088996 0.22561394640947 -1.64119317033516 -0.0284680760690531 -0.0248693281292342 -0.0121249853965457 0.15999069893676 2.07008026687013 0.232699142846162
-2.03699748893278 0.0092586937489975 -0.0735386599671427 -0.186821957673478 -0.0915009386629732 2.19596912124786 -0.120889873045224 -1.79621541494375 0.0242938073369364 0.0355456646857199 -0.0275128396872008 0.0170833091449916 2.12577474172882 -0.0061604554324302 -1.72450910285176 0.197172025506019 -0.0739407375935772 -0.105493551928946 0.0514327190757803 1.88160749088996 0.22561394640947 -1.64119317033516 -0.0284680760690531 -0.0248693281292342 -0.0121249853965457 0.15999069893676 2.07008026687013 0.232699142846162 -1.75759036497654 -0.0674225159734313 0.0503752379631574 0.15075782647544 -0.129699497274761 2.19131906793809 0.236624110232282
-1.79621541494375 0.0242938073369364 0.0355456646857199 -0.0275128396872008 0.0170833091449916 2.12577474172882 -0.0061604554324302 -1.72450910285176 0.197172025506019 -0.0739407375935772 -0.105493551928946 0.0514327190757803 1.88160749088996 0.22561394640947 -1.64119317033516 -0.0284680760690531 -0.0248693281292342 -0.0121249853965457 0.15999069893676 2.07008026687013 0.232699142846162 -1.75759036497654 -0.0674225159734313 0.0503752379631574 0.15075782647544 -0.129699497274761 2.19131906793809 0.236624110232282 -1.73733682704698 0.188635020115677 -0.082455740998891 -0.0005095953893236 -0.0074833641893404 2.17994589392505 0.263233733699877
-1.72450910285176 0.197172025506019 -0.0739407375935772 -0.105493551928946 0.0514327190757803 1.88160749088996 0.22561394640947 -1.64119317033516 -0.0284680760690531 -0.0248693281292342 -0.0121249853965457 0.15999069893676 2.07008026687013 0.232699142846162 -1.75759036497654 -0.0674225159734313 0.0503752379631574 0.15075782647544 -0.129699497274761 2.19131906793809 0.236624110232282 -1.73733682704698 0.188635020115677 -0.082455740998891 -0.0005095953893236 -0.0074833641893404 2.17994589392505 0.263233733699877 -2.05443136230759 -0.103336923172546 0.176046369053086 -0.27458040941363 -0.115107429424693 2.12976982823752 0.326786265610301
-1.64119317033516 -0.0284680760690531 -0.0248693281292342 -0.0121249853965457 0.15999069893676 2.07008026687013 0.232699142846162 -1.75759036497654 -0.0674225159734313 0.0503752379631574 0.15075782647544 -0.129699497274761 2.19131906793809 0.236624110232282 -1.73733682704698 0.188635020115677 -0.082455740998891 -0.0005095953893236 -0.0074833641893404 2.17994589392505 0.263233733699877 -2.05443136230759 -0.103336923172546 0.176046369053086 -0.27458040941363 -0.115107429424693 2.12976982823752 0.326786265610301 -1.96526342373233 -0.0316156897371323 -0.0428997308829272 0.0839950189883562 0.0073304196743601 2.11795042109163 0.231403268445685
-1.75759036497654 -0.0674225159734313 0.0503752379631574 0.15075782647544 -0.129699497274761 2.19131906793809 0.236624110232282 -1.73733682704698 0.188635020115677 -0.082455740998891 -0.0005095953893236 -0.0074833641893404 2.17994589392505 0.263233733699877 -2.05443136230759 -0.103336923172546 0.176046369053086 -0.27458040941363 -0.115107429424693 2.12976982823752 0.326786265610301 -1.96526342373233 -0.0316156897371323 -0.0428997308829272 0.0839950189883562 0.0073304196743601 2.11795042109163 0.231403268445685 -1.96353976109943 0.0662354137722132 0.0842253826799842 0.0548761313626567 -0.0883403846517912 2.10914840250031 0.337591467826098
