time_index,A,B,F,C,H,D,E
2020-01-01 00:00:00,0.032021806046223296,0.10499300317616792,-0.011319800788605911,-0.12802019068086648,-0.051141263383895165,0.06573224754035488,-0.08078058587856246
2020-01-01 00:01:00,-1.4392358029258716,-0.5049582710246194,-0.07824464103366086,-0.029800556832463035,0.1666751195922983,-0.14002827371733037,0.0632070466412121
2020-01-01 00:02:00,-1.9439005555485345,-0.17211762680635717,-0.0949444268733427,-0.042926662529479125,-0.0029242062804224166,-0.0002482471329229366,-0.2457206344552005
2020-01-01 00:03:00,-2.1276258772000682,-0.45568124417403477,-0.07197749180955298,-0.19262721611908146,-0.06825486797928544,0.09233916014690256,-0.16583374532634992
2020-01-01 00:04:00,-2.0533395960122816,-0.14842712275692904,-0.1715808894762725,-0.11326792554222745,0.181957937983691,-0.06991957302977056,-0.43298874696322526
2020-01-01 00:05:00,-2.127066432039827,-0.4651988801106383,-0.11237727064602945,0.058581537096984174,0.17963196540335113,-0.21253613188547843,-0.27150061834861183
2020-01-01 00:06:00,-2.1979892317885934,-0.4448466351018654,-0.23605884197291052,-0.1031535657855592,0.11185045252585765,-0.2677031440672994,-0.4787188917218828
2020-01-01 00:07:00,-2.2222230463430916,-0.31518635645556714,-0.0918686963917609,-0.18428442472831663,0.10245755635521851,-0.41534810465516947,-0.7147681370915804
2020-01-01 00:08:00,-2.187373184052854,-0.3462562842139665,-0.23114185222654676,-0.06375948894986072,0.16604668240131143,-0.33134585428483687,-0.8500952858481536
2020-01-01 00:09:00,-2.126054378668302,-0.3943069839416441,-0.09967061086820125,-0.09073627710873883,-0.05084336795861787,-0.14187215399003497,-0.7973742431675783
2020-01-01 00:10:00,-2.2222193834456943,-0.3198395154588093,-0.07514443452405523,-0.10883359710221618,0.07479325666378475,-0.08713495962266561,-1.0408543127311534
2020-01-01 00:11:00,-2.4087131648598183,-0.16409385085149214,-0.018113003398825336,-0.12444704250906707,0.07467301453571172,-0.1558794922421769,-0.953325996752782
2020-01-01 00:12:00,-2.302493015132981,-0.46858044069638494,-0.2147038871888589,-0.29475898123768873,0.22283729978410186,-0.06523838696228818,-0.8253298304727708
2020-01-01 00:13:00,-2.268007294313743,-0.24463627688295667,-0.2672552866848877,-0.15560373069635888,0.27324938163220475,-0.1806412562322112,-0.8747013675764912
2020-01-01 00:14:00,-2.2226926899158443,-0.42933782614570803,-0.14782856774194938,-0.20059263760615464,0.038735639045033854,-0.0627033215171071,-0.467453508363899
2020-01-01 00:15:00,-2.282980836724289,-0.15360845724149164,-0.13500549318785604,-0.26672427983452673,0.43220165341692085,-0.18219912890985346,-0.5079819096149963
2020-01-01 00:16:00,-2.218500372478425,-0.33188629918296275,-0.2569863177860759,-0.11643049602681196,0.12132630327449417,-0.30266403810848286,-0.5150014401712096
2020-01-01 00:17:00,-2.425907078848391,-0.19890452034471917,-0.1321884771239648,-0.08783422459472695,0.16382018417461663,-0.1175522109347822,-0.5402720099691197
2020-01-01 00:18:00,-2.303964827419664,-0.2734133658636699,-0.10932902629024466,-0.14126985884174634,0.05508382424294952,-0.18833579637466996,-0.7088208181847311
2020-01-01 00:19:00,-2.4603861618682554,-0.32964587206066964,-0.29311978093868596,-0.23626416059030322,0.16040699507427525,-0.358150045000963,-0.7374108149559757
2020-01-01 00:20:00,-2.1889901037991373,-0.192242842045716,-0.3898901134621174,-0.16892162328267635,0.21582662965932725,-0.3025545351470434,-0.6042908515679625
2020-01-01 00:21:00,-2.0925059300976394,-0.382440697056859,-0.2884257285608848,-0.1727676252020339,-0.025295079874973536,-0.4192685907545788,-0.6878022629230214
2020-01-01 00:22:00,-2.082149774538363,-0.1550167117818927,-0.16130363009657767,-0.08455560300868772,0.17776066323560466,-0.5826843760079381,-0.6413521743433461
2020-01-01 00:23:00,-2.048801745113739,-0.3171621111377667,-0.09110953044780312,-0.03460229436067609,0.05986881381315075,-0.5936522555826622,-0.5583088610705745
2020-01-01 00:24:00,-2.047212989018697,-0.2127976913258749,0.02917137954577896,0.005461332059013547,-0.03762811361433496,-0.4922710249399163,-0.43008301872197563
2020-01-01 00:25:00,-2.1967003300183094,-0.39196568992873154,-0.08025256713545745,0.10155585468936416,-0.10831288219538654,-0.3116538735027743,-0.5327950120983167
2020-01-01 00:26:00,-2.126643909898109,-0.1621314750870005,-0.0959224021503587,0.22048233070263282,0.12017609735256485,-0.1929448086790757,-0.34086302763206344
2020-01-01 00:27:00,-2.3227222614167298,-0.4606970118355856,-0.34640787872922596,0.02203381686990427,0.2740822875438903,-0.27681947281040153,-0.401275890951192
2020-01-01 00:28:00,-2.06210740925017,-0.20600773599743039,-0.13946058329205457,0.08800359134949015,0.07168517876534679,-0.09445223720384338,-0.36338952164803
2020-01-01 00:29:00,-2.2383412633273503,-0.36012140550400373,-0.10571250957039108,0.06157416249053569,0.07827811278476939,0.12352847739145964,-0.25433593718345116
2020-01-01 00:30:00,-2.223239035079324,-0.3065993429273092,0.01740565372385358,0.038637160951257854,0.06289521190061396,0.10902636874937367,-0.5285942411785534
2020-01-01 00:31:00,-2.0315105370758757,-0.24839404241933655,-0.22143861851912064,-0.1263709308080957,-0.05473573158493882,-0.021135773784087736,-0.6456241835846117
2020-01-01 00:32:00,-2.278413443143419,-0.2031429290220259,-0.19140988053453944,-0.17402221091953507,0.1959173994887738,0.17762921040166035,-0.6397979042743368
2020-01-01 00:33:00,-2.2820005899585234,-0.2684810951235883,-0.36264341271203265,-0.3276288684172324,0.16748151183666565,0.10786303867917042,-0.4053162190938279
2020-01-01 00:34:00,-2.3163147979464025,-0.39197216821915914,-0.3769886710265876,-0.31405197990536393,0.3890739753996846,0.17881232286579923,-0.36207139716557857
2020-01-01 00:35:00,-2.3049257456913637,-0.3209376876840555,-0.43119665359175824,-0.25511913043520024,0.24425009432334047,0.15149789711210404,-0.5877114469194227
2020-01-01 00:36:00,-2.2375201815596313,-0.14439197658076364,-0.33164663058094923,-0.2248255843385935,0.11141504874914634,0.11546215691993836,-0.8162654733239929
2020-01-01 00:37:00,-2.310351488059924,-0.27638287319915295,-0.07934748628332045,-0.3603165079924283,0.09713317778679684,0.12152139546991944,-0.48927313553962115
2020-01-01 00:38:00,-2.2873786930654463,-0.4032289289751316,-0.3082906569998333,-0.25497481414549494,0.3162766072845031,0.02747780270642045,-0.3950981956505655
2020-01-01 00:39:00,-2.197029467166846,-0.07141849457649663,-0.1410713653542656,-0.17996636927266435,0.044532602462382026,-0.017107585405053367,-0.594430845627641
2020-01-01 00:40:00,-2.453930353507721,-0.2614434494940398,-0.1118965231008748,-0.16291748706121342,0.08341090451603,0.01122406050542963,-0.22238820253432712
2020-01-01 00:41:00,-2.1412077614182836,-0.42284177770343,-0.28411825043127314,-0.2913419968749109,0.060626227474254585,0.06624572676547624,-0.1145202064183755
2020-01-01 00:42:00,-2.081597141077202,-0.2069137365944987,-0.37579647170499353,-0.22308124120055922,0.1612594335163856,0.08540121836634736,-0.2448552762678589
2020-01-01 00:43:00,-2.316337472287789,-0.261348732098906,-0.46751920561437077,-0.18051397605308672,0.2126214702102095,0.049563208178566825,-0.0622850785928479
2020-01-01 00:44:00,-2.2908534862832908,-0.17898019340229143,-0.37660311101790556,0.06155240240005236,0.24766614038155532,-0.16212470393662537,-0.3691888862235849
2020-01-01 00:45:00,-2.1947900722987006,-0.44697852097381346,-0.040009028216536784,-0.08868540692822144,-0.02116503367826869,-0.15910811328488805,-0.260072866950896
2020-01-01 00:46:00,-2.1163273362992676,-0.3694113096476429,-0.09776521204657962,-0.0063459210013210865,-0.06820302779997571,-0.10061085727709079,-0.5933499091494684
2020-01-01 00:47:00,-2.0721649034623084,-0.10477500237237469,0.057148463549506055,-0.06415214898899978,-0.03482868883557959,-0.045666634220990446,-0.5844441051062161
2020-01-01 00:48:00,-2.114394434297319,-0.277637674920834,-0.03839610033378239,0.029923522208486576,0.2960934338475443,-0.11490177452055036,-0.5692013896063178
2020-01-01 00:49:00,-2.156589063658928,-0.20191918060130898,0.07403205615374357,0.05233025402345333,-0.08703314210748367,-0.1224146766459364,-0.6170297970221037
2020-01-01 00:50:00,-2.270593747302374,-0.24784672745115824,-0.09992677796045395,0.07021116509082678,0.023052395904290236,-0.21222025578031525,-0.4756370234215918
2020-01-01 00:51:00,-2.21897068636956,-0.2941206503127426,-0.03286947982482152,-0.20366896195910422,-0.046445963497446355,-0.06721680180933182,-0.29971794813308633
2020-01-01 00:52:00,-2.3012212186396157,-0.5033940346436769,-0.1075238438929191,-0.1663835509828144,0.128291196387243,-0.02071376191271003,-0.2649017402810227
2020-01-01 00:53:00,-2.312062417457532,-0.23865369503970146,-0.3668075436111,-0.011052027603337844,0.17832947189247278,0.1513667740808255,-0.33202785661246564
2020-01-01 00:54:00,-2.2811017765659316,-0.19901992445297167,-0.11179257647893881,0.09363219404574144,0.2688956310471592,0.0018099082980070225,-0.4665247994301668
2020-01-01 00:55:00,-2.24786853699659,-0.39669621027309987,-0.056561905626874305,0.1226438145564141,0.12139690207897405,-0.15574356520552265,-0.7763593666208892
2020-01-01 00:56:00,-2.2304061297969047,-0.2048167720838751,-0.04355183751587621,0.10960370039048306,-0.0020790074821044335,-0.36847074929436086,-0.9403836810390733
2020-01-01 00:57:00,-1.9388572177997698,-0.28121228367169115,-0.03886429143932202,0.11348931492509164,0.020224198911374044,-0.3111335347221868,-0.5393581202055283
2020-01-01 00:58:00,-1.9934017252906058,-0.34478106853768903,-0.012016277480326867,0.05634470821859271,0.11510992775662668,-0.16320616388202225,-0.5616839649584664
2020-01-01 00:59:00,-2.148990582911395,-0.32690239165810364,-0.05963322836809126,-0.11284543956924034,0.04159584263044987,-0.11696981302617362,-0.7313429495825982
2020-01-01 01:00:00,-2.3441328227132963,-0.24798701443471102,-0.10362604103743844,-0.05678277918861392,-0.05144001244929894,-0.2835423447404191,-0.6521949328544685
2020-01-01 01:01:00,-2.221165205099676,-0.5442327397660142,-0.08775848205499853,0.05706977845447549,0.31138468105691575,-0.1350698142584562,-0.44946002151288156
