A,B,F,C,H,D,E
-1.0687336126702367,-0.1344453326020224,0.1454403000180965,-0.0590030245753532,0.1361208578099832,1.190001134950455,-0.2924170410852411
-1.2535344999508011,0.0560595711159909,-0.1460048895862187,0.1128043942541975,0.041816393519586,1.7296834389532,-0.4054703384092191
-1.5540134958923826,0.0944447723652432,-0.0826417063937449,0.0600590999151641,0.1758864299167619,1.8930118100933464,-0.2247826225475477
-1.6243032917132103,0.1152791077451999,-0.0983304255342207,0.0069981952452245,0.0678817935736334,1.949281723256708,0.0559998122561256
-1.7051127641624009,0.0373899701388665,0.05386172725567,0.1260297871201371,0.1167081918135335,2.214009456529001,-0.0607927383837395
-2.03699748893278,0.0092586937489975,-0.0735386599671427,-0.1868219576734782,-0.0915009386629732,2.195969121247864,-0.1208898730452241
-1.7962154149437548,0.0242938073369364,0.0355456646857199,-0.0275128396872008,0.0170833091449916,2.12577474172882,-0.0061604554324302
-1.7245091028517587,0.1971720255060193,-0.0739407375935772,-0.1054935519289459,0.0514327190757803,1.881607490889956,0.2256139464094697
-1.6411931703351608,-0.0284680760690531,-0.0248693281292342,-0.0121249853965457,0.15999069893676,2.07008026687013,0.2326991428461619
-1.757590364976536,-0.0674225159734313,0.0503752379631574,0.15075782647544,-0.1296994972747611,2.1913190679380925,0.2366241102322816
-1.7373368270469762,0.1886350201156768,-0.082455740998891,-0.0005095953893236,-0.0074833641893404,2.179945893925046,0.2632337336998774
-2.054431362307589,-0.1033369231725459,0.1760463690530863,-0.2745804094136297,-0.1151074294246935,2.1297698282375195,0.3267862656103008
-1.9652634237323323,-0.0316156897371323,-0.0428997308829272,0.0839950189883562,0.0073304196743601,2.117950421091626,0.231403268445685
-1.9635397610994316,0.0662354137722132,0.0842253826799842,0.0548761313626567,-0.0883403846517912,2.1091484025003084,0.3375914678260979
-1.7960550911756743,0.4391021851296623,-0.2466950264159979,0.1207258519298018,-0.027250515909512,2.044126751058463,0.0751892845424011
-1.9327263127726244,-0.0894963645384549,0.0820685680469231,-0.1126700038465631,-0.0736582185028188,2.236801009116032,0.1140964398603247
-1.7989089426413276,0.213611672322486,-0.2527678003517327,0.2769758729042602,-0.1190794161088351,2.0312380665045318,-0.1244698239410401
-1.7719963199450142,-0.0848642931236365,0.2178318776021627,-0.1812000992194735,-0.0702898383018303,2.016163371116001,0.0301720221065745
-2.008694052043833,-0.075815234237261,-0.0695617684170826,0.2014422950152661,-0.0770868790832323,2.276662220429693,-0.0427420087496087
-1.930993757990915,0.0319201115177284,0.0089973078040368,0.0098759174522634,0.148911505749301,2.251438013149912,-0.2434170188500345
-2.079705781705363,0.0680152547743875,0.0574766026562304,-0.0163374549153248,0.2008340884346008,2.191991125382882,-0.1252645904748198
-1.9723697260058743,-0.0682594857247423,0.0536650157711756,0.0025181863973192,0.004054330103721,2.224477851579899,-0.3268200702650602
-1.868741723383744,0.2636605217608358,-0.0324830104731175,0.1225232683955794,0.0533063526932419,2.281103888755955,0.0677343262111375
-1.9031263855342213,-0.1626849824387426,0.1404080171525268,-0.1420140345845737,0.0419364114075778,2.3047648917985826,0.3004927573863242
