time_index,Var1,Var2,Var3
2020-01-01 00:00:00,0.016072002622375965,-0.013196272834167001,-0.09128214735919535
2020-01-01 00:01:00,-0.0384686015550436,-0.0649583788267126,-0.11573622809640237
2020-01-01 00:02:00,0.13497545372475186,0.1691866958355419,0.09904423336324225
2020-01-01 00:03:00,0.18371247432999155,0.26082102215007386,0.27433145925352376
2020-01-01 00:04:00,0.0309600126105984,-0.07266868755824014,0.31477489430033334
2020-01-01 00:05:00,-0.09328245109526834,-0.19911050111984002,0.21749581383793848
2020-01-01 00:06:00,-0.16821373666571204,-0.11900284943993814,0.14294322207734264
2020-01-01 00:07:00,-0.2352177035393905,0.028922150357319848,0.009206059723788795
2020-01-01 00:08:00,-0.12589187285713604,-0.07192535010883772,-0.11294694110555731
2020-01-01 00:09:00,-0.2085843970173106,-0.20487346491625041,-0.27948514852823
2020-01-01 00:10:00,-0.2051173291471583,-0.2379255096721083,-0.32210264183614357
2020-01-01 00:11:00,-0.1626985032343505,-0.14332167665084927,-0.6151083996948684
2020-01-01 00:12:00,-0.1927579154261791,-0.20157666656811804,-0.49626787210906576
2020-01-01 00:13:00,-0.1937869128600727,-0.36607383342245364,-0.6535686336251572
2020-01-01 00:14:00,-0.19391373665654643,-0.3341853736232743,-0.7103316656916665
2020-01-01 00:15:00,-0.2641837830437648,-0.2800325019013496,-0.8706612086188339
2020-01-01 00:16:00,-0.17729013141323882,-0.0019574687282976483,-0.9113898518066026
2020-01-01 00:17:00,-0.308423065278722,-0.1527209676254705,-0.9678874014620733
2020-01-01 00:18:00,-0.23101220108085044,-0.09422005576364839,-0.9854749697525159
2020-01-01 00:19:00,-0.4186759712244291,-0.15202834780111205,-1.0792588968562802
2020-01-01 00:20:00,-0.21861216697973254,-0.2420848182103997,-1.0616173549286276
2020-01-01 00:21:00,-0.20754586816647766,-0.16871696178205836,-1.218152726446616
2020-01-01 00:22:00,-0.2546917331773014,-0.09049309945322333,-1.1952556326215686
2020-01-01 00:23:00,-0.2049366009043962,0.020569503302808087,-1.2547730774845984
2020-01-01 00:24:00,-0.09608037042848502,0.07892213728969691,-1.3098987243904692
2020-01-01 00:25:00,0.023173514486419022,0.12797133577091402,-1.2884289374252842
2020-01-01 00:26:00,-0.05426379468776643,0.06398960360676965,-1.3698593246381368
2020-01-01 00:27:00,0.16177285708726688,0.13701798485621935,-1.157594846332224
2020-01-01 00:28:00,0.04836654710971143,0.16852293349380632,-1.2763568451480125
2020-01-01 00:29:00,-0.06721789392680616,0.05762217475301659,-1.0910014195499806
2020-01-01 00:30:00,0.07694624916948833,-0.043794532933186595,-1.146963519494079
2020-01-01 00:31:00,-0.14062380905878566,-0.11605652374276562,-1.2220029784080684
2020-01-01 00:32:00,-0.2197337143412073,-0.03644027491228957,-1.3835008879356947
2020-01-01 00:33:00,-0.23289253449756114,-0.06275296856673279,-1.4710740378244973
2020-01-01 00:34:00,-0.13343397429765924,-0.052267301066646926,-1.3345166827817654
2020-01-01 00:35:00,-0.1457452247571271,0.10628139462804002,-1.3591081287939502
2020-01-01 00:36:00,-0.10340629246365446,0.003815527043670622,-1.4063457177071792
2020-01-01 00:37:00,0.03049069574464694,-0.07410129136300514,-1.3171748372052214
2020-01-01 00:38:00,0.029717477911598088,-0.10286087704819036,-1.1695168701825762
2020-01-01 00:39:00,0.19830955380047496,0.23358088628083873,-0.9599389861309005
2020-01-01 00:40:00,0.04372613922330895,0.027645901790066096,-0.886559757144792
