time_index,Var1,Var2,Var3,Var4
2020-01-01 00:00:00,0.08605654221901209,-0.14271167705438922,0.06978397865731606,0.2538526559537548
2020-01-01 00:01:00,0.03983334338563011,0.020704881580103168,-0.22846799569710508,0.005489760426178769
2020-01-01 00:02:00,-0.17901639591412616,-0.08234321045080749,-0.08749251129861334,0.2781498853885168
2020-01-01 00:03:00,-0.07790229499491497,-0.11918039744969343,-0.17825487380895697,-0.27799614224178504
2020-01-01 00:04:00,0.0533144325523432,0.020061530350402722,0.013649374227284794,0.332672640462781
2020-01-01 00:05:00,0.05121903470407612,0.03793718610678806,0.03884551068110788,-0.32599410051844807
2020-01-01 00:06:00,0.004347115777881825,0.03739151620708149,0.051538869706148446,0.14791430523584329
2020-01-01 00:07:00,0.0173826158836275,0.015026998704956275,0.09986486700502828,0.052912960580462326
2020-01-01 00:08:00,-0.19005472189525913,-0.022663840131588505,0.010540038766155176,0.14922947188927183
2020-01-01 00:09:00,0.036047135732048124,-0.05233726164648589,0.022467065011272512,-0.23927068755461128
2020-01-01 00:10:00,-0.1477393461323038,0.11504157123409237,-0.06892710403233644,0.14355702542296314
2020-01-01 00:11:00,0.084143907824004,-0.2242193853966833,0.08288200329762763,-0.19045530913028377
2020-01-01 00:12:00,0.03982432191299036,0.017769898930691266,-0.03303797317463844,0.1767453482964555
2020-01-01 00:13:00,-0.11105246896935585,-0.13456464636798598,0.056035009113175285,-0.24341925241432377
2020-01-01 00:14:00,0.015445224222303312,-0.17426713210698008,-0.037363407532410714,0.360808810622254
2020-01-01 00:15:00,-0.10909552862850953,-0.25455415310774754,-0.08675463702336204,-0.38696748945563136
2020-01-01 00:16:00,0.06171617903710103,-0.16517371417353688,-0.048758605722938775,0.6092710562768292
2020-01-01 00:17:00,0.08054559521007953,-0.2584756642012864,0.03187699126298972,-0.3729532317034989
2020-01-01 00:18:00,0.051940606240000714,-0.2519900329834478,-0.19070328060283942,0.4861161631300327
2020-01-01 00:19:00,0.04823922288965643,-0.35142622354513353,-0.14728868032222445,0.01842762894581984
