time_index,Var1,Var2,Var4,Var3
2020-01-01 00:00:00,0.035797550078376525,-0.09110695810385575,0.0769742227698044,0.1451911696813017
2020-01-01 00:01:00,0.05812473680145404,-0.04422736454503915,-0.0948586214873469,-0.027961032673317357
2020-01-01 00:02:00,0.08506472621528505,0.09018496906665954,-0.7163464864999269,-0.06761654765346904
2020-01-01 00:03:00,0.04215140098810457,0.2015776006982531,-1.1814003682295353,-0.564489648749635
2020-01-01 00:04:00,0.02861716925430425,0.2662692060766825,-1.5223856465918306,-1.0595152461475883
2020-01-01 00:05:00,0.30726701719223964,0.18601716475049118,-2.072233759987398,-1.333881546581119
2020-01-01 00:06:00,0.035657919807841526,0.337146540345431,-2.2741861891923065,-1.5796338787971504
2020-01-01 00:07:00,0.46999961883155095,0.44350278177797475,-2.525153849778579,-1.7001145033219656
2020-01-01 00:08:00,0.31830849689444807,1.0426194930676937,-2.8938832225532103,-2.0903536750005145
2020-01-01 00:09:00,0.3862435170778136,1.2548666352415248,-2.882906635452944,-2.305521366123522
2020-01-01 00:10:00,0.613194427469812,1.4883301883278122,-2.7217156959510134,-2.148945073492875
2020-01-01 00:11:00,0.5294974563408655,1.9401693381825593,-2.419154138693998,-1.9699179294008067
2020-01-01 00:12:00,0.12342334168949143,2.4527458834556137,-2.1620728648341583,-1.7383356787509998
2020-01-01 00:13:00,0.3849821244932603,2.4601907230111295,-1.6317067209331984,-1.6216837830247746
2020-01-01 00:14:00,0.22040459178482638,2.694915990505479,-0.9183239224502342,-1.4094111108760765
2020-01-01 00:15:00,0.2309294851055524,2.8929946769177115,-0.2916705459463115,-0.6041961047778084
2020-01-01 00:16:00,0.24874388163739142,2.974540587418836,0.21217130820163688,-0.24194518828107342
2020-01-01 00:17:00,0.1739268861296961,3.0643207553916842,0.7725560285592384,-0.0626283892895883
2020-01-01 00:18:00,-0.07754168716103446,3.2494191205569667,1.268099817600436,-0.5579393283423077
2020-01-01 00:19:00,0.2672667579953238,3.4484825299904385,1.8690853324385026,-1.0324568687321294
2020-01-01 00:20:00,-0.013604696186713533,3.813024669174736,2.1875951375339904,-1.3764900213588467
2020-01-01 00:21:00,0.38726675029340396,3.74841765566273,2.4285249565667,-1.801673084196878
2020-01-01 00:22:00,0.4715405022229039,3.982973521869801,2.5962400351310544,-1.9839328214891658
2020-01-01 00:23:00,0.29826122477394235,4.464115896297867,2.6574724302819455,-1.9765475167626692
2020-01-01 00:24:00,0.5334177376891468,4.767945041561091,2.7247012812351605,-2.243244209404878
2020-01-01 00:25:00,0.11144435496649002,5.218936010966099,2.511254887678083,-2.1963420046688755
2020-01-01 00:26:00,0.6845843373649761,5.300684285852864,2.0829867564048437,-1.8250181792119515
2020-01-01 00:27:00,0.27363107248411966,5.840612458062116,1.5838271689159644,-1.5190661835354753
2020-01-01 00:28:00,0.41492444071815077,5.998614054811031,0.9947584432356675,-1.2274780039691513
2020-01-01 00:29:00,0.3540086402799799,6.158955411160347,0.26182970465957167,-0.8358943813724116
2020-01-01 00:30:00,0.2573555288828957,6.1988266796341405,-0.44868401538086444,0.01971745122250737
2020-01-01 00:31:00,0.29140428727320045,6.551440647995829,-1.081757722507807,-0.3431960524677302
2020-01-01 00:32:00,-0.18786859558678287,6.785537953997029,-1.5661313016574585,-0.9652578387692293
2020-01-01 00:33:00,0.09564632704736548,6.9357892279894795,-2.0436354822252163,-1.2218027800161813
2020-01-01 00:34:00,0.30346472329725727,6.8270065970872365,-2.181584112657075,-1.37856637405065
2020-01-01 00:35:00,0.06471146552145962,6.901781588976036,-2.5210921242518247,-1.5674795847651795
2020-01-01 00:36:00,0.1498341195855685,6.90930527236709,-2.6955099817046024,-1.90370270866588
2020-01-01 00:37:00,0.35761629093972525,6.903570317800868,-2.855647107076134,-2.0859899808497278
