A,B,F,C,H,D,E
0.2252243890659648,0.0485754855525265,-0.1662969804389667,-0.1097379264360142,0.0100546391703267,-0.1372074843387064,0.0197046849332565
-0.0140543597234132,-0.0608429459185361,-0.0354400735428726,0.1624286395401072,0.031073749188523,-0.2990006172487406,0.1624265631235021
-0.2489534110834136,-0.1433991027463531,-0.2269986877533358,-0.111558718006936,-0.0239111367696571,-0.3105330079607773,0.415273095492198
-0.2160747849136903,0.3619525012817273,-0.1489965546249496,0.0510029015885745,-0.0998281038363939,-0.1564920429085816,0.7773597230713358
-0.1540027794435887,-0.1888770250667798,-0.0773316582731984,0.1968961526229942,0.1156872995096886,-0.2149979523751636,0.6503885641712939
-0.3909118277039066,0.0377859018488177,-0.0005447074994489,-0.0676887136888398,-0.1086739434662225,-0.3092659210313033,0.4567728309880143
-0.4811327435542945,-0.0339235190791253,0.0542474259126536,0.1525122870373074,-0.0061174788265401,-0.3724139760925495,0.4154156919839929
-0.6102684015595016,-0.0533292735107112,0.0326352612449886,-0.1183228814208912,0.0798911479256642,-0.3308017089089068,0.400381179151453
-0.7780724441833118,-0.0087854394401351,0.065109454220986,0.0559147612304354,0.0337047864624342,-0.363423422750826,0.3505695087691126
-0.9765202859825952,-0.0997175507217579,0.1148389870525211,0.0070923094896693,0.1331543500739387,-0.2935924747099608,0.2222963549996776
-1.1352501567241742,0.0900221041446582,-0.0417745264499138,-0.1485376542847151,0.0890279240366179,-0.3292931073605065,0.1896847267087631
-1.2994833271110489,-0.4115314018811993,0.0028585677068113,0.0660396264296433,0.0329283243283145,-0.386869239656852,0.4670391312731328
-1.543881215230546,0.2688627813295388,0.1368957575432087,-0.0024308990367934,0.1090365300807797,-0.3349918328013743,0.3737254663249686
-1.7133721803512976,0.1094273361953382,0.1816891347038076,0.0921307091797897,-0.0152627922717411,-0.3510260872830086,0.3872732947495722
-1.7606165290098728,-0.1337913689343741,0.0875872388138766,-0.2242740379512438,0.1146246371110965,-0.4466922492151558,0.4169572500583717
